scenario,time,subregion,management,level,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
Reference,date=2022-10-4T03:04:51-04:00,UsaColoRS,RFD,lo,-5.92E-06,-3.74E-06,-2.66E-06,-9.66E-06,-1.31E-05,-1.48E-05,-1.01E-05,-8.32E-06,-1.04E-05,-8.19E-06,-6.50E-06,-1.99E-06,-4.52E-07,-8.84E-07,-5.42E-07,-5.50E-07,2.50E-07,6.38E-07,1.33E-06,1.41E-06,1.15E-06,9.42E-07,8.35E-07,9.10E-07,1.05E-06,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstE,IRR,hi,-0.0153969,-0.00950896,-0.00656497,-9.22E-03,-1.05E-02,-1.11E-02,-1.02E-02,-1.10E-02,-8.68E-03,-2.47E-03,1.90E-03,4.09E-03,3.04E-03,-5.20E-04,-9.19E-04,-1.33E-03,7.46E-04,1.84E-03,3.79E-03,4.00E-03,3.08E-03,2.23E-03,1.98E-03,2.13E-03,0.00241199,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstE,IRR,lo,-0.0153969,-0.00950896,-0.00656497,-9.22E-03,-1.05E-02,-1.11E-02,-1.02E-02,-1.10E-02,-4.36E-03,1.28E-03,4.83E-03,6.32E-03,5.35E-03,3.92E-03,3.61E-03,3.35E-03,3.37E-03,3.09E-03,2.91E-03,2.33E-03,1.56E-03,8.19E-04,1.38E-04,-3.50E-04,-7.31E-04,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstE,RFD,hi,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-4.10E-01,-2.85E-01,-1.73E-01,-1.60E-01,-2.21E-01,-3.73E-01,-3.95E-01,-2.41E-01,-6.40E-02,2.88E-02,1.39E-01,1.62E-01,1.29E-01,9.56E-02,8.84E-02,9.78E-02,0.112746,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstE,RFD,lo,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-1.68E-01,-2.53E-03,1.10E-01,1.56E-01,1.34E-01,1.09E-01,1.14E-01,1.20E-01,1.17E-01,1.04E-01,8.89E-02,6.67E-02,4.26E-02,1.93E-02,-5.25E-03,-2.46E-02,-0.0405884,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstNE,IRR,hi,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-1.11E-06,-2.38E-07,2.86E-07,7.52E-07,7.67E-07,4.34E-07,3.91E-07,1.46E-07,2.23E-07,2.54E-07,3.96E-07,3.90E-07,3.10E-07,2.53E-07,2.26E-07,2.38E-07,2.61E-07,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstNE,IRR,lo,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-5.64E-07,1.30E-07,5.36E-07,7.91E-07,7.43E-07,5.56E-07,5.00E-07,3.91E-07,3.76E-07,3.34E-07,3.29E-07,2.70E-07,1.93E-07,1.29E-07,6.73E-08,2.91E-08,7.75E-10,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstNE,RFD,hi,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-1.01E-03,-9.29E-04,-9.93E-04,-1.42E-03,-7.30E-04,-2.73E-04,4.67E-05,1.51E-05,-3.92E-04,-4.27E-04,-2.94E-04,3.71E-05,1.96E-04,4.45E-04,4.71E-04,3.85E-04,3.22E-04,2.96E-04,3.20E-04,3.56E-04,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstNE,RFD,lo,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-0.00100638,-9.29E-04,-9.93E-04,-6.20E-04,2.39E-05,4.16E-04,6.45E-04,6.04E-04,4.54E-04,4.23E-04,3.82E-04,3.78E-04,3.37E-04,3.16E-04,2.52E-04,1.76E-04,1.12E-04,4.43E-05,-1.50E-06,-3.72E-05,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstSE,IRR,hi,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.0544345,-0.0219449,8.01E-04,0.0170859,0.0145061,-0.00440931,-0.00600069,-0.0106283,0.00150327,0.00813607,0.0205872,0.0227454,0.018188,0.0141931,0.0137464,0.0154431,0.0177625,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstSE,IRR,lo,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.0315404,-0.00287427,0.0156149,0.0250559,0.0217271,0.0137163,0.0124083,0.0123081,0.0148848,0.014851,0.0158967,0.0138138,0.0099722,0.00641445,0.00344108,0.00163024,4.02E-04,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstSE,RFD,hi,-1.17908,-0.727478,-0.501677,-0.701362,-0.797575,-0.845681,-0.780282,-0.834808,-1.07737,-0.768065,-0.495227,-0.42845,-0.54488,-0.922763,-0.977023,-0.649895,-0.204483,0.0354456,0.33841,0.414616,0.342799,0.273792,0.272567,0.312114,0.363206,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaCstSE,RFD,lo,-1.17908,-0.727478,-0.501677,-7.01E-01,-0.797575,-0.845681,-7.80E-01,-8.35E-01,-0.522491,-0.137757,0.128844,0.248926,0.212243,0.134345,0.143988,0.194902,0.232884,0.228187,0.223356,0.185444,0.130787,0.0788803,0.0287417,-0.00646278,-0.0329872,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaPacNW,IRR,hi,-0.00759638,-0.00468693,-0.0032322,-4.52E-03,-0.00513897,-0.0054489,-5.03E-03,-0.00537888,-0.0136072,-0.0118561,-0.0103394,-0.00314313,-9.47E-04,-0.00246009,-0.00210557,-0.00196622,-8.22E-05,8.79E-04,0.00257412,0.00284801,0.00247595,0.00228113,0.00219827,0.00244262,0.0027277,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaPacNW,IRR,lo,-0.00759638,-0.00468693,-0.0032322,-4.52E-03,-5.14E-03,-5.45E-03,-5.03E-03,-5.38E-03,-6.10E-03,-3.05E-03,-7.71E-04,2.43E-03,3.03E-03,2.67E-03,2.67E-03,2.22E-03,2.06E-03,1.78E-03,1.63E-03,1.29E-03,9.35E-04,6.44E-04,2.69E-04,1.09E-05,-2.02E-04,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaPacNW,RFD,hi,-0.00914161,-0.00564135,-0.00389122,-0.00544524,-0.00619095,-0.00656381,-0.00605517,-0.00647945,-0.0122158,-0.00789745,-0.00501053,-1.19E-04,8.27E-04,-0.00129388,-0.00120283,-0.00144982,2.06E-04,0.00104075,0.00264533,0.00287111,0.00247729,0.00226599,0.00216178,0.00238367,0.00264678,MtC/yr
Reference,date=2022-10-4T03:04:51-04:00,UsaPacNW,RFD,lo,-0.00914161,-0.00564135,-0.00389122,-5.45E-03,-0.00619095,-0.00656381,-6.06E-03,-6.48E-03,-0.00654043,-0.00274486,-2.23E-04,0.0031143,0.00358886,0.00291694,0.00285682,0.00231463,0.00225053,0.00200101,0.00194841,0.0015961,0.00118834,8.60E-04,4.50E-04,1.90E-04,-1.76E-05,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,IRR,hi,-0.171337,-0.105872,-0.0731403,-0.103021,-0.116968,-0.123941,-0.114194,-0.122356,-0.147731,-0.0792987,-0.0216687,0.00979386,7.08E-04,-0.0373733,-0.0322524,-0.0189491,2.18E-02,0.0459037,0.0791429,0.0838085,0.0716598,0.0653064,0.0688835,0.0789918,0.0899633,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,IRR,lo,-0.171337,-0.105872,-0.0731403,-0.103021,-0.116968,-0.123941,-0.114194,-0.122356,-0.0830447,-0.0220458,0.024299,0.0476997,0.0373494,0.0209442,0.0189459,0.0207152,0.0257119,0.0251135,0.028982,0.0251961,0.0179697,0.01204,0.0100074,0.0126813,0.0173339,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,RFD,hi,-0.58862,-0.363305,-0.250647,-0.351053,-0.399056,-0.423058,-3.90E-01,-4.18E-01,-6.82E-01,-5.41E-01,-3.77E-01,-3.53E-01,-4.31E-01,-6.26E-01,-6.20E-01,-3.30E-01,-2.21E-02,0.152705,0.34385,0.384351,0.336043,0.312736,0.334834,0.386732,0.441978,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,RFD,lo,-0.58862,-0.363305,-0.250647,-0.351053,-0.399056,-0.423058,-3.90E-01,-4.18E-01,-3.24E-01,-1.27E-01,3.57E-02,1.17E-01,9.15E-02,5.78E-02,6.50E-02,8.13E-02,8.72E-02,7.51E-02,7.41E-02,5.63E-02,3.33E-02,1.21E-02,1.35E-03,0.00654115,0.0197504,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,California,IRR,hi,-0.0623141,-0.038496,-0.026587,-0.0374049,-0.0424793,-0.0450165,-0.0414853,-0.04444,-0.11717,-0.115909,-0.11004,-0.0435812,-0.0214538,-0.0313177,-0.0238486,-0.0172342,0.00505414,0.0180001,0.0366813,0.0392816,0.0332741,0.0301157,0.0334546,0.0401751,0.0472818,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,California,IRR,lo,-0.0623141,-0.038496,-0.026587,-0.0374049,-0.0424793,-0.0450165,-0.0414853,-0.04444,-0.0564359,-0.0390414,-0.0230885,0.00989521,0.0179937,0.0161154,0.0161091,0.0109475,0.0092266,0.00660023,0.00633656,0.00373686,2.69E-04,-0.00278844,-0.00409253,-3.23E-03,-0.00113883,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,California,RFD,hi,-0.00447253,-0.00275816,-0.00190098,-0.00265129,-0.00301654,-0.00319916,-0.00295312,-0.00315799,-0.00556177,-0.00400804,-0.00270915,2.36E-04,0.00108503,3.97E-04,6.27E-04,4.63E-05,6.61E-04,1.05E-03,0.0018286,0.00189015,0.00156027,1.37E-03,1.45E-03,1.74E-03,0.00207951,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,California,RFD,lo,-0.00447253,-0.00275816,-0.00190098,-0.00265129,-0.00301654,-0.00319916,-2.95E-03,-0.00315799,-0.00345544,-0.00213334,-1.09E-03,9.85E-04,0.00145191,0.00117196,0.00113417,6.96E-04,6.54E-04,5.46E-04,6.33E-04,4.90E-04,2.41E-04,3.62E-05,-3.94E-05,3.76E-05,1.89E-04,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatBasin,IRR,hi,-0.00354286,-0.00321307,-0.00304818,-0.00396081,-0.00441133,-0.00463659,-0.00343257,-0.00310639,-0.00852352,-0.00900744,-0.00907115,-0.00484635,-0.00309402,-0.00367973,-0.00298067,-0.00222365,-3.26E-04,8.87E-04,2.51E-03,0.00292282,0.00269977,0.00265136,0.00293685,0.00348214,0.0040402,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatBasin,IRR,lo,-0.00354286,-0.00321307,-0.00304818,-0.00396081,-0.00441133,-0.00463659,-0.00343257,-0.00310639,-0.00447235,-0.00364198,-0.00275914,-6.58E-04,1.23E-04,1.46E-04,3.41E-04,1.69E-04,2.60E-04,2.66E-04,4.27E-04,3.93E-04,2.73E-04,1.94E-04,2.24E-04,3.95E-04,6.38E-04,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatBasin,RFD,hi,-0.0026036,-0.00236082,-0.00223944,-0.00290823,-0.00323989,-0.00340572,-2.52E-03,-0.00228247,-0.00614161,-0.00642588,-0.00641967,-0.00340087,-0.00214384,-0.00256561,-0.00206217,-0.00155905,-2.16E-04,6.47E-04,1.81E-03,2.10E-03,1.94E-03,1.91E-03,0.0021107,0.00250223,0.00290356,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatBasin,RFD,lo,-0.0026036,-0.00236082,-0.00223944,-0.00290823,-0.00323989,-0.00340572,-2.52E-03,-0.00228247,-0.00326406,-0.00265707,-0.00201854,-4.85E-04,8.55E-05,9.58E-05,2.37E-04,1.14E-04,1.88E-04,1.98E-04,3.23E-04,3.01E-04,2.13E-04,1.55E-04,1.79E-04,3.05E-04,4.85E-04,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatLakes,IRR,hi,-0.0344035,-0.0212755,-0.0147114,-0.0208023,-0.0235992,-0.0249976,-0.0210434,-0.00854198,-0.0150883,-0.00528064,0.00205421,0.00585805,0.00404477,-1.95E-03,-0.00155191,-0.00199161,0.00238911,0.00513732,0.00920838,0.00932183,0.00692571,0.00557062,0.00587016,0.00727919,0.0090409,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatLakes,IRR,lo,-0.0344035,-0.0212755,-0.0147114,-0.0208023,-0.0235992,-0.0249976,-0.0210434,-0.00854198,-0.00309119,0.00518177,0.0103515,0.0129279,0.0107902,0.00841046,0.00746938,0.00518122,0.00361063,0.00217982,0.0011571,-3.36E-04,-0.00202932,-0.00358736,-4.68E-03,-0.00512763,-0.0051829,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatLakes,RFD,hi,-1.52746,-0.943324,-0.651256,-0.914809,-1.03926,-1.10148,-0.929241,-0.381464,-1.10629,-0.885881,-0.641133,-0.660491,-0.843067,-1.22139,-1.21295,-0.68359,-0.130201,0.188914,0.52559,0.578057,0.450713,0.380645,0.412209,0.511679,0.632145,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,GreatLakes,RFD,lo,-1.52746,-0.943324,-0.651256,-0.914809,-1.03926,-1.10148,-0.929241,-0.381464,-0.235916,0.106731,0.345875,0.466813,0.400615,0.353888,0.347174,0.262647,0.161768,0.0716956,-0.0108302,-0.0911425,-0.164257,-0.238408,-0.299919,-0.335123,-0.350802,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissouriR,IRR,hi,-0.598961,-0.370433,-0.256168,-0.362367,-0.411055,-0.435398,-0.40083,-0.429842,-0.516869,-0.296897,-0.136623,-0.0361477,-0.0407179,-0.1483,-0.120599,-0.10169,0.0211445,0.102855,0.211877,0.229818,0.188776,0.170758,0.188249,0.227664,0.272801,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissouriR,IRR,lo,-0.598961,-0.370433,-0.256168,-0.362367,-0.411055,-0.435398,-0.40083,-0.429842,-0.283981,-0.0875005,0.0365932,0.112753,0.103427,0.0730783,0.0743747,0.0533085,0.0484218,0.0399171,0.0400798,0.0240829,-0.0020496,-0.0231439,-0.0316278,-0.025864,-0.0110262,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissouriR,RFD,hi,-4.58639,-2.83227,-1.96E+00,-2.75E+00,-3.12E+00,-3.31E+00,-3.05E+00,-3.26E+00,-5.25E+00,-4.25E+00,-3.33E+00,-3.13E+00,-3.45E+00,-4.66E+00,-4.48E+00,-2.68E+00,-6.06E-01,6.61E-01,2.02E+00,2.34E+00,1.98E+00,1.83E+00,2.04E+00,2.47E+00,2.96034,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissouriR,RFD,lo,-4.58639,-2.83227,-1.95521,-2.75E+00,-3.12E+00,-3.31E+00,-3.05E+00,-3.26E+00,-2.46E+00,-1.04E+00,-7.97E-02,5.14E-01,5.22E-01,4.60E-01,5.70E-01,4.82E-01,3.60E-01,2.21E-01,1.14E-01,-4.59E-02,-2.36E-01,-4.08E-01,-5.05E-01,-4.97E-01,-0.409916,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRN,IRR,hi,-0.0739927,-0.0458722,-0.031812,-3.21E-02,-3.20E-02,-3.19E-02,3.83E-03,1.00E-02,-1.80E-02,-6.81E-03,1.35E-03,5.68E-03,2.61E-03,-5.44E-03,-2.31E-03,-3.25E-03,3.82E-03,9.17E-03,1.60E-02,1.67E-02,1.34E-02,1.20E-02,1.31E-02,1.57E-02,0.0188934,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRN,IRR,lo,-0.0739927,-0.0458722,-0.031812,-3.21E-02,-3.20E-02,-3.19E-02,3.83E-03,1.00E-02,4.21E-03,1.24E-02,1.69E-02,1.93E-02,1.57E-02,1.42E-02,1.44E-02,1.00E-02,6.05E-03,3.58E-03,9.66E-04,-1.33E-03,-3.37E-03,-5.31E-03,-6.79E-03,-7.51E-03,-0.00759513,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRN,RFD,hi,-6.72465,-4.15996,-2.87762,-2.88627,-2.87201,-2.86488,0.300536,0.889116,-3.25046,-3.06455,-2.66383,-3.0416,-3.73335,-4.84431,-4.54611,-2.51898,-0.563392,0.670333,1.85863,2.12154,1.78069,1.64078,1.82632,2.20599,2.64591,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRN,RFD,lo,-6.72465,-4.15996,-2.87762,-2.88627,-2.87201,-2.86488,0.300536,0.889116,0.0194105,0.659859,1.09788,1.33058,1.11396,1.21144,1.36439,1.03388,0.553827,0.227514,-0.152892,-0.413632,-0.586991,-7.77E-01,-0.957778,-1.07839,-1.13469,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRS,IRR,hi,-0.655159,-0.404804,-0.279627,-3.94E-01,-4.47E-01,-4.74E-01,-4.36E-01,-3.39E-01,-3.50E-01,-1.27E-01,2.95E-02,1.05E-01,8.08E-02,-2.56E-02,-2.84E-02,-2.96E-02,5.59E-02,1.08E-01,1.86E-01,1.93E-01,1.52E-01,1.30E-01,1.37E-01,1.63E-01,0.194339,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRS,IRR,lo,-0.655159,-0.404804,-0.279627,-3.94E-01,-4.47E-01,-4.74E-01,-4.36E-01,-3.39E-01,-1.18E-01,7.41E-02,1.87E-01,2.39E-01,2.07E-01,1.70E-01,1.44E-01,1.07E-01,7.68E-02,4.73E-02,2.67E-02,8.40E-04,-2.60E-02,-5.21E-02,-7.12E-02,-7.97E-02,-0.0819882,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRS,RFD,hi,-1.56806,-0.967843,-0.667735,-9.35E-01,-1.06E+00,-1.13E+00,-1.04E+00,-8.08E-01,-1.31E+00,-1.01E+00,-7.28E-01,-7.53E-01,-9.19E-01,-1.29E+00,-1.31E+00,-7.15E-01,-1.22E-01,2.13E-01,5.68E-01,6.36E-01,5.24E-01,4.62E-01,4.99E-01,6.00E-01,0.717379,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,MissppRS,RFD,lo,-1.56806,-0.967843,-0.667735,-9.35E-01,-1.06E+00,-1.13E+00,-1.04E+00,-8.08E-01,-3.91E-01,4.38E-02,3.25E-01,4.54E-01,4.09E-01,3.85E-01,3.59E-01,2.90E-01,1.85E-01,8.51E-02,-4.71E-03,-8.21E-02,-1.44E-01,-2.11E-01,-2.71E-01,-3.08E-01,-0.328215,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,NelsonR,IRR,hi,-0.0091924,-0.00568438,-0.00393037,-0.00555638,-0.00630377,-0.00667747,-0.00614794,-0.00452767,-0.00540957,-0.00197596,6.00E-04,0.00273117,0.00231235,7.60E-04,7.30E-04,4.00E-04,1.33E-03,0.00180595,0.00277342,0.00274737,0.00221811,0.00186909,0.00185609,0.00213769,0.00245862,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,NelsonR,IRR,lo,-0.0091924,-0.00568438,-0.00393037,-0.00555638,-0.00630377,-0.00667747,-0.00614794,-0.00452767,-0.00148412,0.00143978,0.00337634,0.00480448,0.00416953,0.00349393,0.00303642,0.00217612,0.00154348,9.64E-04,6.07E-04,1.80E-04,-1.87E-04,-5.79E-04,-9.20E-04,-1.10E-03,-1.24E-03,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,NelsonR,RFD,hi,-1.33557,-0.824566,-0.569066,-7.98E-01,-9.07E-01,-9.61E-01,-8.87E-01,-6.55E-01,-1.02E+00,-6.45E-01,-3.05E-01,-3.90E-02,-1.17E-01,-3.80E-01,-3.75E-01,-1.84E-01,1.05E-01,2.57E-01,4.64E-01,4.80E-01,3.97E-01,3.42E-01,3.45E-01,4.00E-01,0.461378,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,NelsonR,RFD,lo,-1.33557,-0.824566,-0.569066,-7.98E-01,-9.07E-01,-9.61E-01,-8.87E-01,-6.55E-01,-2.72E-01,1.38E-01,4.25E-01,6.39E-01,5.62E-01,4.88E-01,4.35E-01,3.25E-01,2.23E-01,1.29E-01,6.10E-02,-6.61E-03,-5.90E-02,-1.18E-01,-1.73E-01,-2.06E-01,-0.231879,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,OhioR,IRR,hi,-0.0213649,-0.0132189,-0.00914597,-1.30E-02,-1.47E-02,-1.56E-02,-1.43E-02,-7.20E-03,-1.06E-02,-4.07E-03,4.66E-04,2.60E-03,1.60E-03,-1.63E-03,-9.48E-04,-1.02E-03,1.66E-03,3.47E-03,5.95E-03,6.15E-03,4.89E-03,4.24E-03,4.54E-03,5.44E-03,0.00652538,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,OhioR,IRR,lo,-0.0213649,-0.0132189,-0.00914597,-1.30E-02,-1.47E-02,-1.56E-02,-1.43E-02,-7.20E-03,-2.92E-03,2.59E-03,5.78E-03,7.20E-03,6.00E-03,5.06E-03,4.82E-03,3.53E-03,2.41E-03,1.53E-03,7.67E-04,-6.83E-05,-8.89E-04,-1.66E-03,-2.23E-03,-2.46E-03,-0.00247481,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,OhioR,RFD,hi,-3.24149,-2.00254,-1.38306,-1.94597,-2.20992,-2.3419,-2.15817,-1.09444,-2.54808,-2.03347,-1.52849,-1.63218,-2.01735,-2.75752,-2.65237,-1.44382,-0.258131,0.449363,1.16076,1.30145,1.07898,0.970359,1.06001,1.27609,1.52941,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,OhioR,RFD,lo,-3.24149,-2.00254,-1.38306,-1.94597,-2.20992,-2.3419,-2.15817,-1.09444,-0.657557,0.123502,0.62877,0.855413,0.736072,0.722807,0.764813,0.606972,0.368384,0.177012,-0.0201368,-0.176931,-0.295212,-0.421559,-0.533735,-0.60107,-0.629635,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,RioGrande,IRR,hi,-0.00219771,-0.00135517,-9.34E-04,-0.00130177,-0.00148127,-0.00157102,-0.00145025,-0.00155081,-0.00210171,-1.30E-03,-6.56E-04,-1.59E-05,1.39E-04,-3.00E-04,-1.43E-04,-3.18E-04,1.76E-04,5.42E-04,1.07E-03,1.20E-03,1.07E-03,1.04E-03,1.15E-03,1.33E-03,1.50E-03,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,RioGrande,IRR,lo,-0.00219771,-0.00135517,-9.34E-04,-0.00130177,-0.00148127,-0.00157102,-0.00145025,-0.00155081,-0.00129279,-5.91E-04,-8.33E-05,3.53E-04,4.23E-04,2.26E-04,2.70E-04,9.93E-05,2.09E-04,2.85E-04,4.57E-04,4.83E-04,4.11E-04,3.83E-04,4.33E-04,5.41E-04,6.72E-04,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,RioGrande,RFD,hi,-3.36E-04,-2.08E-04,-1.43E-04,-2.01E-04,-2.28E-04,-2.42E-04,-2.23E-04,-2.39E-04,-3.70E-04,-2.71E-04,-1.81E-04,-1.03E-04,-9.10E-05,-1.75E-04,-1.51E-04,-1.22E-04,-7.39E-07,8.13E-05,1.87E-04,2.15E-04,1.93E-04,1.88E-04,2.09E-04,2.42E-04,2.74E-04,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,RioGrande,RFD,lo,-3.36E-04,-2.08E-04,-1.43E-04,-2.01E-04,-2.28E-04,-2.42E-04,-2.23E-04,-2.39E-04,-2.09E-04,-1.05E-04,-2.68E-05,3.80E-05,4.86E-05,2.14E-05,3.04E-05,1.17E-05,2.92E-05,4.01E-05,6.46E-05,6.81E-05,5.75E-05,5.33E-05,6.06E-05,7.71E-05,9.78E-05,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,TennR,IRR,hi,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-4.23E-04,-2.68E-04,-1.39E-04,-8.85E-05,-1.00E-04,-2.08E-04,-1.88E-04,-1.26E-04,1.40E-05,1.00E-04,2.08E-04,2.28E-04,1.92E-04,1.76E-04,1.93E-04,2.28E-04,2.68E-04,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,TennR,IRR,lo,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-2.50E-04,-1.10E-04,-7.61E-06,3.14E-05,1.85E-05,-2.29E-05,-2.02E-05,5.04E-06,3.68E-05,4.77E-05,6.71E-05,6.06E-05,3.82E-05,2.20E-05,2.04E-05,3.26E-05,5.27E-05,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,TennR,RFD,hi,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-1.65E-01,-1.43E-01,-1.16E-01,-1.24E-01,-1.42E-01,-1.92E-01,-1.92E-01,-1.09E-01,-2.31E-02,2.73E-02,8.01E-02,9.28E-02,8.00E-02,7.48E-02,8.26E-02,9.79E-02,0.11465,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,TennR,RFD,lo,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-8.24E-02,-4.41E-02,-1.36E-02,-2.10E-03,-3.40E-03,-9.69E-03,-5.10E-03,4.48E-03,1.07E-02,1.13E-02,1.32E-02,1.01E-02,3.96E-03,-1.04E-03,-2.45E-03,1.63E-04,5.49E-03,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,TexasCst,IRR,hi,-0.0462732,-0.0286559,-0.0198473,-0.0282565,-0.0320098,-0.0338865,-0.0311579,-0.0334558,-0.0395299,-0.0174426,7.52E-04,0.0136781,0.0109785,0.00123006,0.0033494,0.00190691,0.00990378,0.0146191,0.0223522,0.0231331,0.020235,0.0188155,0.0196562,0.0219853,0.0242476,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,TexasCst,IRR,lo,-0.0462732,-0.0286559,-0.0198473,-0.0282565,-0.0320098,-0.0338865,-0.0311579,-0.0334558,-0.0218612,-2.74E-03,0.011781,0.0204547,0.0164797,0.0116011,0.0112971,0.00930746,0.00976787,0.00922019,0.0103221,0.00937125,0.00770008,0.00640127,0.0060677,0.00689117,0.00803943,MtC/yr
SSP1,date=2022-10-4T03:04:52-04:00,TexasCst,RFD,hi,-0.0689825,-0.0425999,-0.0294087,-4.13E-02,-4.69E-02,-4.97E-02,-4.58E-02,-4.91E-02,-7.19E-02,-4.66E-02,-2.19E-02,-9.07E-03,-1.62E-02,-3.42E-02,-3.12E-02,-1.54E-02,8.53E-03,2.23E-02,3.93E-02,4.24E-02,3.77E-02,3.54E-02,3.72E-02,4.18E-02,0.0464156,MtC/yr
