scenario,time,subregion,management,level,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
SSP4,date=2022-10-4T03:04:52-04:00,NelsonR,IRR,hi,-0.0091924,-0.00568438,-0.00393037,-0.00555638,-0.00630377,-0.00667747,-0.00614794,-0.00452767,-0.00536842,-0.00153863,1.48E-03,0.00379897,0.00336656,1.68E-03,1.46E-03,7.72E-04,1.53E-03,1.94E-03,0.00285464,0.00282707,2.26E-03,1.84E-03,1.68E-03,1.75E-03,1.90E-03,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,NelsonR,IRR,lo,-0.0091924,-0.00568438,-0.00393037,-0.00555638,-0.00630377,-0.00667747,-0.00614794,-0.00452767,-0.00139191,0.00157988,0.00345882,0.00470841,0.00396869,0.00318496,0.0027657,0.00214834,0.00178891,1.46E-03,1.30E-03,1.04E-03,6.23E-04,3.00E-04,1.29E-04,3.79E-05,7.54E-06,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,NelsonR,RFD,hi,-1.33557,-0.824566,-0.569066,-7.98E-01,-9.07E-01,-9.61E-01,-8.87E-01,-6.55E-01,-1.02E+00,-5.78E-01,-1.66E-01,1.42E-01,7.26E-02,-2.01E-01,-2.22E-01,-1.07E-01,1.45E-01,2.79E-01,4.73E-01,4.87E-01,3.98E-01,3.27E-01,3.02E-01,3.17E-01,0.345064,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,NelsonR,RFD,lo,-1.33557,-0.824566,-0.569066,-7.98E-01,-9.07E-01,-9.61E-01,-8.87E-01,-6.55E-01,-2.58E-01,1.58E-01,4.34E-01,6.16E-01,5.18E-01,4.24E-01,3.74E-01,3.12E-01,2.58E-01,2.05E-01,1.73E-01,1.32E-01,7.23E-02,2.56E-02,-3.72E-04,-1.60E-02,-0.0226764,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,OhioR,IRR,hi,-0.0213649,-0.0132189,-0.00914597,-1.30E-02,-1.47E-02,-1.56E-02,-1.43E-02,-7.20E-03,-1.06E-02,-3.21E-03,2.40E-03,5.15E-03,4.17E-03,6.88E-04,9.14E-04,9.23E-07,2.19E-03,3.62E-03,5.85E-03,5.89E-03,4.84E-03,3.97E-03,3.60E-03,3.79E-03,0.00417075,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,OhioR,IRR,lo,-0.0213649,-0.0132189,-0.00914597,-1.30E-02,-1.47E-02,-1.56E-02,-1.43E-02,-7.20E-03,-2.80E-03,2.79E-03,5.91E-03,6.99E-03,5.53E-03,4.33E-03,4.16E-03,3.48E-03,2.95E-03,2.54E-03,2.18E-03,1.61E-03,8.35E-04,2.09E-04,-1.96E-04,-4.02E-04,-4.56E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,OhioR,RFD,hi,-3.24149,-2.00254,-1.38306,-1.94597,-2.20992,-2.3419,-2.15817,-1.09444,-2.54946,-1.89092,-1.18577,-1.13026,-1.45206,-2.1876,-2.13464,-1.17341,-0.128931,0.476964,1.12058,1.21683,1.03429,0.87269,0.805998,0.857803,0.94935,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,OhioR,RFD,lo,-3.24149,-2.00254,-1.38306,-1.94597,-2.20992,-2.3419,-2.15817,-1.09444,-0.639423,0.150675,0.632609,0.782508,0.595427,0.515331,0.55817,0.553301,0.446341,0.355366,0.241558,0.140063,0.0267304,-0.0659055,-0.131087,-0.173937,-0.193655,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,RioGrande,IRR,hi,-0.00219771,-0.00135517,-9.34E-04,-0.00130177,-0.00148127,-0.00157102,-0.00145025,-0.00155081,-0.00212135,-1.16E-03,-2.93E-04,5.00E-04,6.72E-04,2.03E-04,2.46E-04,-1.40E-04,1.89E-04,4.34E-04,8.68E-04,9.39E-04,8.29E-04,7.40E-04,7.19E-04,7.77E-04,8.51E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,RioGrande,IRR,lo,-0.00219771,-0.00135517,-9.34E-04,-0.00130177,-0.00148127,-0.00157102,-0.00145025,-0.00155081,-0.00129805,-5.27E-04,6.66E-05,5.48E-04,6.09E-04,3.72E-04,3.70E-04,1.38E-04,2.30E-04,2.95E-04,4.61E-04,4.72E-04,3.98E-04,3.40E-04,3.25E-04,3.55E-04,4.01E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,RioGrande,RFD,hi,-3.36E-04,-2.08E-04,-1.43E-04,-2.01E-04,-2.28E-04,-2.42E-04,-2.23E-04,-2.39E-04,-3.73E-04,-2.48E-04,-1.21E-04,-1.48E-05,4.69E-06,-7.95E-05,-7.18E-05,-8.54E-05,3.27E-06,6.19E-05,1.49E-04,1.66E-04,1.48E-04,1.33E-04,1.30E-04,1.41E-04,1.54E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,RioGrande,RFD,lo,-3.36E-04,-2.08E-04,-1.43E-04,-2.01E-04,-2.28E-04,-2.42E-04,-2.23E-04,-2.39E-04,-2.10E-04,-9.47E-05,-4.21E-06,6.67E-05,7.50E-05,4.04E-05,4.17E-05,1.55E-05,3.23E-05,4.29E-05,6.75E-05,6.91E-05,5.79E-05,4.93E-05,4.70E-05,5.16E-05,5.86E-05,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TennR,IRR,hi,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-4.21E-04,-2.33E-04,-6.11E-05,2.06E-05,1.74E-05,-8.90E-05,-8.41E-05,-6.38E-05,4.50E-05,1.08E-04,1.97E-04,2.06E-04,1.75E-04,1.49E-04,1.38E-04,1.45E-04,1.57E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TennR,IRR,lo,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-2.46E-04,-9.13E-05,2.52E-05,6.92E-05,5.48E-05,7.17E-06,5.65E-06,2.87E-05,6.48E-05,7.92E-05,1.02E-04,9.56E-05,7.35E-05,5.50E-05,4.51E-05,4.46E-05,4.84E-05,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TennR,RFD,hi,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-1.65E-01,-1.32E-01,-8.92E-02,-8.36E-02,-9.43E-02,-1.40E-01,-1.41E-01,-8.01E-02,-9.10E-03,3.06E-02,7.46E-02,8.20E-02,7.13E-02,6.17E-02,5.78E-02,6.11E-02,0.0663105,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TennR,RFD,lo,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-8.11E-02,-3.87E-02,-4.61E-03,7.37E-03,4.42E-03,-5.17E-03,-2.61E-03,9.14E-03,1.89E-02,2.20E-02,2.61E-02,2.38E-02,1.75E-02,1.22E-02,9.24E-03,8.72E-03,9.51E-03,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TexasCst,IRR,hi,-0.0462732,-0.0286559,-0.0198473,-0.0282565,-0.0320098,-0.0338865,-0.0311579,-0.0334558,-0.0397273,-0.0144168,7.52E-03,0.0222588,0.0195079,0.008891,0.0089733,0.00348547,9.28E-03,1.29E-02,0.0196494,0.0198335,1.67E-02,0.0145042,0.0134326,0.0140734,0.0153007,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TexasCst,IRR,lo,-0.0462732,-0.0286559,-0.0198473,-0.0282565,-0.0320098,-0.0338865,-0.0311579,-0.0334558,-0.0217563,-1.33E-03,0.0142331,0.0227937,0.0183397,0.0125717,0.0116548,0.0088225,0.00972563,0.00993003,0.0115635,0.0107954,0.00849398,0.00691213,0.00623702,0.00633114,0.0068221,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TexasCst,RFD,hi,-0.0689825,-0.0425999,-0.0294087,-4.13E-02,-4.69E-02,-4.97E-02,-4.58E-02,-4.91E-02,-7.22E-02,-4.20E-02,-1.10E-02,5.80E-03,-1.97E-04,-1.85E-02,-1.83E-02,-1.11E-02,8.00E-03,1.92E-02,3.42E-02,3.60E-02,3.09E-02,2.71E-02,2.60E-02,2.73E-02,0.0292731,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,TexasCst,RFD,lo,-0.0689825,-0.0425999,-0.0294087,-4.13E-02,-4.69E-02,-4.97E-02,-4.58E-02,-4.91E-02,-3.54E-02,-6.52E-03,1.65E-02,2.85E-02,2.22E-02,1.47E-02,1.39E-02,1.23E-02,1.39E-02,1.42E-02,1.61E-02,1.50E-02,1.17E-02,9.38E-03,8.53E-03,8.61E-03,0.00918781,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRN,IRR,hi,-0.00129792,-8.00E-04,-5.51E-04,-7.65E-04,-8.71E-04,-9.24E-04,-8.54E-04,-9.12E-04,-0.00279869,-0.0028284,-0.00261552,-1.08E-03,-4.64E-04,-6.65E-04,-5.15E-04,-4.42E-04,4.80E-05,3.50E-04,7.84E-04,8.47E-04,7.33E-04,6.47E-04,6.37E-04,7.02E-04,7.80E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRN,IRR,lo,-0.00129792,-8.00E-04,-5.51E-04,-7.65E-04,-8.71E-04,-9.24E-04,-8.54E-04,-9.12E-04,-0.0014093,-0.0010848,-7.40E-04,-4.81E-05,1.83E-04,1.50E-04,1.89E-04,1.47E-04,2.00E-04,2.16E-04,2.76E-04,2.58E-04,1.95E-04,1.47E-04,1.31E-04,1.43E-04,1.66E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRN,RFD,hi,-9.40E-04,-5.79E-04,-3.99E-04,-5.54E-04,-6.31E-04,-6.69E-04,-6.18E-04,-6.61E-04,-1.93E-03,-1.89E-03,-1.70E-03,-6.55E-04,-2.45E-04,-3.90E-04,-2.88E-04,-2.70E-04,5.00E-05,2.49E-04,5.43E-04,5.85E-04,5.05E-04,4.45E-04,4.38E-04,4.82E-04,5.35E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRN,RFD,lo,-9.40E-04,-5.79E-04,-3.99E-04,-5.54E-04,-6.31E-04,-6.69E-04,-6.18E-04,-6.61E-04,-1.00E-03,-7.69E-04,-5.25E-04,-2.94E-05,1.35E-04,1.06E-04,1.33E-04,1.01E-04,1.43E-04,1.57E-04,2.05E-04,1.92E-04,1.47E-04,1.12E-04,1.00E-04,1.09E-04,1.27E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRS,IRR,hi,-2.67E-04,-1.69E-04,-1.20E-04,-4.42E-04,-5.97E-04,-6.75E-04,-4.55E-04,-3.79E-04,-9.98E-04,-1.01E-03,-9.62E-04,-4.52E-04,-2.51E-04,-3.24E-04,-2.69E-04,-2.23E-04,-3.45E-05,8.31E-05,2.48E-04,2.78E-04,2.44E-04,2.20E-04,2.22E-04,2.49E-04,2.80E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRS,IRR,lo,-2.67E-04,-1.69E-04,-1.20E-04,-4.42E-04,-5.97E-04,-6.75E-04,-4.55E-04,-3.79E-04,-5.45E-04,-4.35E-04,-3.29E-04,-9.53E-05,-1.36E-05,-2.19E-05,-3.95E-06,-1.59E-06,3.05E-05,4.62E-05,7.62E-05,7.63E-05,5.93E-05,4.69E-05,4.47E-05,5.18E-05,6.27E-05,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRS,RFD,hi,-5.92E-06,-3.74E-06,-2.66E-06,-9.66E-06,-1.31E-05,-1.48E-05,-1.01E-05,-8.32E-06,-1.72E-05,-1.45E-05,-1.17E-05,-4.04E-06,-1.14E-06,-2.69E-06,-1.98E-06,-2.47E-06,3.36E-08,1.69E-06,4.27E-06,4.71E-06,4.11E-06,3.67E-06,3.69E-06,4.13E-06,4.64E-06,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaColoRS,RFD,lo,-5.92E-06,-3.74E-06,-2.66E-06,-9.66E-06,-1.31E-05,-1.48E-05,-1.01E-05,-8.32E-06,-1.11E-05,-8.53E-06,-6.35E-06,-1.60E-06,3.25E-08,-3.88E-07,-7.74E-08,-1.86E-07,6.20E-07,1.06E-06,1.88E-06,1.93E-06,1.55E-06,1.27E-06,1.22E-06,1.40E-06,1.65E-06,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstE,IRR,hi,-0.0153969,-0.00950896,-0.00656497,-9.22E-03,-1.05E-02,-1.11E-02,-1.02E-02,-1.10E-02,-1.05E-02,-3.23E-03,2.39E-03,5.13E-03,4.34E-03,9.88E-04,7.09E-04,2.61E-04,2.36E-03,3.52E-03,5.45E-03,5.39E-03,4.35E-03,3.47E-03,3.05E-03,3.14E-03,3.41E-03,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstE,IRR,lo,-0.0153969,-0.00950896,-0.00656497,-9.22E-03,-1.05E-02,-1.11E-02,-1.02E-02,-1.10E-02,-4.70E-03,1.27E-03,4.96E-03,6.37E-03,5.24E-03,3.60E-03,3.10E-03,2.78E-03,2.85E-03,2.66E-03,2.69E-03,2.22E-03,1.42E-03,7.46E-04,3.30E-04,1.65E-04,1.38E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstE,RFD,hi,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-4.68E-01,-3.13E-01,-1.59E-01,-1.24E-01,-1.70E-01,-3.07E-01,-3.17E-01,-1.66E-01,1.16E-02,1.07E-01,2.16E-01,2.26E-01,1.88E-01,1.53E-01,1.37E-01,1.43E-01,0.155871,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstE,RFD,lo,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-1.78E-01,-1.73E-03,1.14E-01,1.56E-01,1.27E-01,9.05E-02,8.47E-02,9.00E-02,8.88E-02,7.88E-02,7.18E-02,5.50E-02,3.05E-02,9.80E-03,-3.70E-03,-1.04E-02,-0.0127945,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstNE,IRR,hi,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-1.33E-06,-3.29E-07,3.50E-07,8.84E-07,9.26E-07,6.12E-07,5.77E-07,3.27E-07,3.99E-07,4.32E-07,5.64E-07,5.30E-07,4.19E-07,3.37E-07,3.06E-07,3.19E-07,3.45E-07,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstNE,IRR,lo,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-6.42E-07,1.07E-07,5.62E-07,8.26E-07,7.75E-07,5.81E-07,5.18E-07,4.02E-07,3.88E-07,3.52E-07,3.61E-07,3.05E-07,2.15E-07,1.45E-07,1.09E-07,9.99E-08,1.03E-07,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstNE,RFD,hi,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-1.01E-03,-9.29E-04,-9.93E-04,-1.64E-03,-8.29E-04,-2.12E-04,1.86E-04,1.98E-04,-1.67E-04,-1.69E-04,-4.56E-05,2.76E-04,4.36E-04,6.72E-04,6.59E-04,5.33E-04,4.37E-04,4.03E-04,4.25E-04,4.61E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstNE,RFD,lo,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-0.00100638,-9.29E-04,-9.93E-04,-6.94E-04,4.70E-06,4.43E-04,6.76E-04,6.26E-04,4.61E-04,4.14E-04,3.67E-04,3.65E-04,3.31E-04,3.29E-04,2.72E-04,1.85E-04,1.18E-04,8.13E-05,6.93E-05,6.92E-05,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstSE,IRR,hi,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.066914,-0.0277947,3.65E-03,0.0242228,0.024031,0.00703217,0.00665462,1.71E-03,1.37E-02,0.0205167,0.0322927,0.0324956,0.026983,0.0224779,2.05E-02,0.0212834,0.0229553,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstSE,IRR,lo,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.035887,-0.00451255,0.0165466,0.0266577,0.0233576,0.0149903,0.0132104,0.0124381,0.0151286,0.0154473,0.0175279,0.0157041,0.0115329,8.12E-03,0.00618471,5.75E-03,6.07E-03,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstSE,RFD,hi,-1.17908,-0.727478,-0.501677,-0.701362,-0.797575,-0.845681,-0.780282,-0.834808,-1.26007,-0.863947,-0.458817,-0.318254,-0.381116,-0.705753,-0.714357,-0.395474,0.04593,0.288839,0.577247,0.613624,0.522624,0.44288,0.408271,0.427301,0.46241,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaCstSE,RFD,lo,-1.17908,-0.727478,-0.501677,-7.01E-01,-0.797575,-0.845681,-7.80E-01,-8.35E-01,-0.582108,-0.15919,0.142115,0.268741,0.226724,0.134717,0.126863,0.168241,0.208946,0.210153,2.25E-01,1.96E-01,1.38E-01,8.97E-02,6.09E-02,5.17E-02,0.0537289,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaPacNW,IRR,hi,-0.00759638,-0.00468693,-0.0032322,-4.52E-03,-0.00513897,-0.0054489,-5.03E-03,-0.00537888,-0.0149102,-0.01255,-0.0100435,-0.00224297,2.60E-04,-1.02E-03,-4.88E-04,-4.23E-04,1.40E-03,2.39E-03,0.00403321,0.00404215,0.00327578,2.75E-03,2.68E-03,2.95E-03,3.29E-03,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaPacNW,IRR,lo,-0.00759638,-0.00468693,-0.0032322,-4.52E-03,-5.14E-03,-5.45E-03,-5.03E-03,-5.38E-03,-6.49E-03,-3.13E-03,-6.40E-04,2.55E-03,3.07E-03,2.58E-03,2.48E-03,1.97E-03,1.82E-03,1.58E-03,1.57E-03,1.28E-03,8.25E-04,4.91E-04,3.42E-04,3.18E-04,3.60E-04,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaPacNW,RFD,hi,-0.00914161,-0.00564135,-0.00389122,-0.00544524,-0.00619095,-0.00656381,-0.00605517,-0.00647945,-0.0136812,-0.00858052,-0.00463273,8.13E-04,2.03E-03,1.22E-04,3.67E-04,4.65E-05,1.64E-03,0.0025028,0.00406118,0.00402886,0.00324406,2.71E-03,2.62E-03,2.88E-03,3.21E-03,MtC/yr
SSP4,date=2022-10-4T03:04:52-04:00,UsaPacNW,RFD,lo,-0.00914161,-0.00564135,-0.00389122,-5.45E-03,-0.00619095,-0.00656381,-6.06E-03,-6.48E-03,-0.00702708,-0.00288564,-7.43E-05,0.00330039,0.0037126,0.00292599,0.00276822,0.00215672,0.00209837,1.90E-03,1.99E-03,1.68E-03,1.13E-03,7.31E-04,5.65E-04,5.59E-04,6.29E-04,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,IRR,hi,-0.171337,-0.105872,-0.0731403,-0.103021,-0.116968,-0.123941,-0.114194,-0.122356,-0.163482,-0.11373,-0.0720286,-0.0439739,-5.04E-02,-0.0798426,-0.0601094,-0.0402338,-5.98E-03,0.0100367,0.0336345,0.0343949,0.021385,0.0105249,0.00623064,0.00893825,0.016321,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,IRR,lo,-0.171337,-0.105872,-0.0731403,-0.103021,-0.116968,-0.123941,-0.114194,-0.122356,-0.0869609,-0.0275431,0.0214766,0.0530631,0.0501762,0.0461533,0.0593343,0.0598884,0.0509925,0.0399825,0.0361506,0.0312364,0.0206348,0.0072036,-0.00497569,-0.0171598,-0.0376753,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,RFD,hi,-0.58862,-0.363305,-0.250647,-0.351053,-0.399056,-0.423058,-3.90E-01,-4.18E-01,-7.38E-01,-6.73E-01,-5.83E-01,-5.98E-01,-6.92E-01,-8.73E-01,-8.21E-01,-4.72E-01,-1.81E-01,-3.51E-02,1.13E-01,1.36E-01,8.42E-02,3.86E-02,2.25E-02,0.0393933,0.0813729,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,RFD,lo,-0.58862,-0.363305,-0.250647,-0.351053,-0.399056,-0.423058,-3.90E-01,-4.18E-01,-3.37E-01,-1.42E-01,3.62E-02,1.57E-01,1.71E-01,1.94E-01,2.68E-01,2.65E-01,2.13E-01,1.60E-01,1.32E-01,1.12E-01,7.48E-02,2.51E-02,-2.30E-02,-0.0749642,-0.164284,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,California,IRR,hi,-0.0623141,-0.038496,-0.026587,-0.0374049,-0.0424793,-0.0450165,-0.0414853,-0.04444,-0.12319,-0.131623,-0.137929,-0.0732007,-0.0487593,-0.053809,-0.0414138,-0.031928,-0.0110257,-1.52E-04,0.0146213,0.0175969,0.0131403,1.68E-02,0.0415486,0.0788579,0.0439531,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,California,IRR,lo,-0.0623141,-0.038496,-0.026587,-0.0374049,-0.0424793,-0.0450165,-0.0414853,-0.04444,-0.0572893,-0.0396149,-0.0213301,0.0152523,0.026883,0.0305021,0.0353266,0.029166,0.0227411,0.0167238,0.0133942,0.0101847,5.53E-03,-3.32E-04,-5.92E-03,-8.84E-03,-0.0147407,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,California,RFD,hi,-0.00447253,-0.00275816,-0.00190098,-0.00265129,-0.00301654,-0.00319916,-0.00295312,-0.00315799,-0.00594637,-0.00490859,-0.0041417,-1.22E-03,-1.57E-04,-5.19E-04,2.56E-05,-5.15E-04,-2.30E-05,2.37E-04,7.95E-04,7.74E-04,4.12E-04,1.22E-04,5.21E-05,3.06E-04,4.81E-04,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,California,RFD,lo,-0.00447253,-0.00275816,-0.00190098,-0.00265129,-0.00301654,-0.00319916,-2.95E-03,-0.00315799,-0.00352543,-0.00223422,-1.14E-03,1.12E-03,0.00177914,0.00182085,0.00206521,1.63E-03,1.32E-03,1.01E-03,8.93E-04,7.12E-04,4.02E-04,5.41E-05,-2.19E-04,-3.79E-04,-8.18E-04,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatBasin,IRR,hi,-0.00354286,-0.00321307,-0.00304818,-0.00396081,-0.00441133,-0.00463659,-0.00343257,-0.00310639,-0.00900565,-0.0103116,-0.0114767,-0.00759357,-0.00581989,-0.0062762,-0.00543638,-0.00456897,-2.66E-03,-1.48E-03,-3.45E-05,3.24E-04,6.60E-05,-9.65E-05,1.54E-05,5.21E-04,0.00129201,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatBasin,IRR,lo,-0.00354286,-0.00321307,-0.00304818,-0.00396081,-0.00441133,-0.00463659,-0.00343257,-0.00310639,-0.00462354,-0.00390775,-0.00300875,-7.22E-04,2.99E-04,7.06E-04,1.22E-03,9.77E-04,7.79E-04,5.60E-04,4.76E-04,3.62E-04,1.39E-04,-1.34E-04,-3.76E-04,-5.88E-04,-9.01E-04,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatBasin,RFD,hi,-0.0026036,-0.00236082,-0.00223944,-0.00290823,-0.00323989,-0.00340572,-2.52E-03,-0.00228247,-0.00649301,-0.00737125,-0.00815464,-0.00538029,-4.10E-03,-0.00442717,-0.00381737,-0.00324074,-1.89E-03,-1.05E-03,-2.03E-05,2.36E-04,4.96E-05,-6.87E-05,1.06E-05,3.73E-04,9.27E-04,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatBasin,RFD,lo,-0.0026036,-0.00236082,-0.00223944,-0.00290823,-0.00323989,-0.00340572,-2.52E-03,-0.00228247,-0.00337527,-0.00285479,-0.00221046,-5.45E-04,1.99E-04,4.88E-04,8.61E-04,6.89E-04,5.54E-04,4.00E-04,3.46E-04,2.65E-04,1.02E-04,-9.74E-05,-2.73E-04,-4.25E-04,-6.48E-04,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatLakes,IRR,hi,-0.0344035,-0.0212755,-0.0147114,-0.0208023,-0.0235992,-0.0249976,-0.0210434,-0.00854198,-0.0168167,-0.0090024,-0.00336159,1.52E-04,-0.00105265,-5.59E-03,-0.00409919,-4.44E-03,-7.93E-04,0.0010755,0.00344746,0.00260481,3.27E-04,-0.00113007,-1.39E-03,-3.04E-04,2.35E-03,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatLakes,IRR,lo,-0.0344035,-0.0212755,-0.0147114,-0.0208023,-0.0235992,-0.0249976,-0.0210434,-0.00854198,-0.00271142,0.00642859,0.0128986,0.0169276,0.0158488,0.0149908,0.0153132,0.012283,0.00912173,0.00656752,0.00476723,3.27E-03,0.00143728,-5.74E-04,-2.34E-03,-4.03E-03,-6.63E-03,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatLakes,RFD,hi,-1.52746,-0.943324,-0.651256,-0.914809,-1.03926,-1.10148,-0.929241,-0.381464,-1.18668,-1.07293,-0.935564,-1.01386,-1.20618,-1.53488,-1.48756,-0.904034,-0.374877,-0.101517,0.127843,0.1177,-0.00140541,-0.0779257,-0.0836757,-0.00655106,0.174605,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,GreatLakes,RFD,lo,-1.52746,-0.943324,-0.651256,-0.914809,-1.03926,-1.10148,-0.929241,-0.381464,-0.217385,0.171993,0.485716,0.699957,0.710021,0.758374,0.834685,0.683833,0.492794,0.34417,0.231789,0.157434,0.0752569,-0.0221659,-0.114697,-0.212887,-0.371364,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,MissouriR,IRR,hi,-0.598961,-0.370433,-0.256168,-0.362367,-0.411055,-0.435398,-0.40083,-0.429842,-0.559299,-0.391273,-0.279081,-0.192975,-0.185377,-0.261807,-0.211702,-0.1853,-0.0693118,-9.78E-04,0.0712615,0.0668834,2.99E-02,0.0114636,0.0181043,0.0535708,0.132543,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,MissouriR,IRR,lo,-0.598961,-0.370433,-0.256168,-0.362367,-0.411055,-0.435398,-0.40083,-0.429842,-0.285391,-0.0821045,0.0593322,0.163082,0.18022,0.188924,0.220501,0.188218,1.52E-01,1.19E-01,9.57E-02,7.30E-02,4.22E-02,8.24E-03,-2.06E-02,-4.70E-02,-0.0826204,MtC/yr
SSP5,date=2022-10-4T03:04:52-04:00,MissouriR,RFD,hi,-4.58639,-2.83227,-1.96E+00,-2.75E+00,-3.12E+00,-3.31E+00,-3.05E+00,-3.26E+00,-5.58E+00,-5.05E+00,-4.62E+00,-4.70E+00,-5.08E+00,-6.12E+00,-5.83E+00,-3.79E+00,-1.72E+00,-5.54E-01,4.26E-01,5.04E-01,1.94E-01,4.94E-02,1.47E-01,5.39E-01,1.39433,MtC/yr
