Scenario,Year,Rates,Demand_China,Demand_ROW,OBJ_Values,Revenue_Total,Cost_Total,Cost_Operation,Cost_Holding,Cost_Facility,Cost_Barges,Cost_Rails,Cost_BExport,Cost_SExport,Cost_Oceans,Total_production,Inventory,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,China_Price,ROW_Price,Revenue_Domestic,Revenue_China,Revenue_Row,Subsidy,Tax,Runtime
SSP2,2045,10_1_1_1,311286646,249029317,19802608037649,19933633152049,131025114399,189363950,6339200049,7498301779,44382690248,28451322288,16402918515,3453801571,24307515996,716325702,126784000,29225738,325901747,234414216,325901747,234414216,560315963,2418,1522,18766113097356,752957428697,379128756659,35433869333,0,4.378959655761719
SSP2,2050,1_1_0.5_1,397289407,317831526,30272236790979,30333145736420,60908945441,248420158,5349530929,929755809,1810070254,12321421510,3809099771,5484723715,30955923292,858348301,106990618,36236748,158915763,556205170,158915763,556205170,715120933,2402,1502,28857184347379,954493766251,477533463733,43934159056,0,24.02899932861328
SSP2,2050,1_1_1_1,397289407,317831526,30267239342831,30333145736420,65906393589,248420158,5349530929,929755809,2184590425,11472755575,5229802604,9482963192,31008574893,858348301,106990618,36236748,192177156,522943777,192177156,522943777,715120933,2402,1502,28857184347379,954493766251,477533463733,43934159056,0,23.70499992370605
SSP2,2050,1_1_1_10,397289407,317831526,29995436760299,30333145736420,337708976120,248420158,5349530929,929755809,2480749247,11184177410,5342464247,18063526573,294110351744,858348301,106990618,36236748,192177156,522943777,192177156,522943777,715120933,2402,1502,28857184347379,954493766251,477533463733,43934159056,0,23.110013961791992
SSP2,2050,1_10_1_1,397289407,317831526,30262022377099,30333145736420,71123359320,248420158,5349530929,929755809,0,19010897410,0,14380563191,31204191821,858348301,106990618,36236748,0,715120933,0,715120933,715120933,2402,1502,28857184347379,954493766251,477533463733,43934159056,0,22.95702743530273
SSP2,2050,10_1_1_1,397289407,317831526,30163310412402,30333145736420,169835324018,248420158,5349530929,9297558092,60997202082,37105500493,21544898388,4274061890,31018151982,858348301,106990618,36236748,424705975,290414958,424705975,290414958,715120933,2402,1502,28857184347379,954493766251,477533463733,43934159056,0,4.580965042114258
SSP3,2020,1_1_0.5_1,100314500,80251600,3108676534048,3128326246195,19649712147,47450304,6768691713,287193622,259713257,2089355812,961787381,1468938052,7766582003,327123485,135373834,11183551,40125800,140440300,40125800,140440300,180566100,2458,1571,2741994627341,246667361207,126105096008,13559161638,0,24.7970027923584
SSP3,2020,1_1_1_1,100314500,80251600,3107306983148,3128326246195,21019263047,47450304,6768691713,287193622,389778331,1871508206,1402380528,2456873463,7795386877,327123485,135373834,11183551,50523537,130042562,50523537,130042562,180566100,2458,1571,2741994627341,246667361207,126105096008,13559161638,0,24.492965698242188
SSP3,2020,1_1_1_10,100314500,80251600,3038855204178,3128326246195,89471042017,47450304,6768691713,287193622,250234532,2232985347,1160997402,4390702998,74332786095,327123485,135373834,11183551,35340670,145225429,35340670,145225429,180566100,2458,1571,2741994627341,246667361207,126105096008,13559161638,0,24.87800025939941
SSP3,2020,1_10_1_1,100314500,80251600,3106214653396,3128326246195,22111592799,47450304,6768691713,287193622,0,3326358070,0,3836748640,7845150448,327123485,135373834,11183551,0,180566100,0,180566100,180566100,2458,1571,2741994627341,246667361207,126105096008,13559161638,0,24.52196884155273
SSP3,2020,10_1_1_1,100314500,80251600,3087222114981,3128326246195,41104131214,47450304,6768691713,2871936223,8645517216,9586090164,3849151808,1537221826,7798071956,327123485,135373834,11183551,89157248,91408851,89157248,91408851,180566100,2458,1571,2741994627341,246667361207,126105096008,13559161638,0,24.52799224853516
SSP3,2025,1_1_0.5_1,117320663,93856530,3949347819305,3971251685089,21903865783,60195971,6622138841,325226253,317570754,2657573586,1124837720,1703757466,9092565187,356289783,132442776,12669812,46928265,164248928,46928265,164248928,211177193,2455,1567,3520671938398,288105417308,147113195064,15361134318,0,24.550966262817383
SSP3,2025,1_1_1_1,117320663,93856530,3947767936227,3971251685089,23483748861,60195971,6622138841,325226253,504864399,2341727049,1677351564,2834998965,9117245814,356289783,132442776,12669812,59826783,151350410,59826783,151350410,211177193,2455,1567,3520671938398,288105417308,147113195064,15361134318,0,25.084043502807617
SSP3,2025,1_1_1_10,117320663,93856530,3867691484887,3971251685089,103560200202,60195971,6622138841,325226253,303975187,2837218318,1325625091,5418687300,86667133237,356289783,132442776,12669812,41179257,169997935,41179257,169997935,211177193,2455,1567,3520671938398,288105417308,147113195064,15361134318,0,31.63979721069336
SSP3,2025,1_10_1_1,117320663,93856530,3946460375058,3971251685089,24791310030,60195971,6622138841,325226253,0,4108228938,0,4506856942,9168663082,356289783,132442776,12669812,0,211177193,0,211177193,211177193,2455,1567,3520671938398,288105417308,147113195064,15361134318,0,26.84263801574707
SSP3,2025,10_1_1_1,117320663,93856530,3923336638720,3971251685089,47915046369,60195971,6622138841,3252262539,10572171294,11919724278,4593487870,1766143513,9128922058,356289783,132442776,12669812,103867169,107310024,103867169,107310024,211177193,2455,1567,3520671938398,288105417308,147113195064,15361134318,0,25.91400146484375
SSP3,2030,1_1_0.5_1,149734199,119787359,5939330057853,5965919050071,26588992218,82075782,6752678167,402317982,467357970,3677611261,1435609642,2150915291,11620426118,420251842,135053563,15676720,59893679,209627879,59893679,209627879,269521558,2449,1559,5393273732602,366781483348,186857064662,19006769457,0,25.2619571685791
SSP3,2030,1_1_1_1,149734199,119787359,5937349755538,5965919050071,28569294532,82075782,6752678167,402317982,653606032,3353348052,2034288232,3635970426,11655009855,420251842,135053563,15676720,73867234,195654324,73867234,195654324,269521558,2449,1559,5393273732602,366781483348,186857064662,19006769457,0,25.95503616333008
SSP3,2030,1_1_1_10,149734199,119787359,5835068464099,5965919050071,130850585971,82075782,6752678167,402317982,543971057,3683767257,1834585193,6845996323,110705194207,420251842,135053563,15676720,60525412,208996146,60525412,208996146,269521558,2449,1559,5393273732602,366781483348,186857064662,19006769457,0,24.206966400146484
SSP3,2030,1_10_1_1,149734199,119787359,5935615268301,5965919050071,30303781769,82075782,6752678167,402317982,0,5665636572,0,5675409723,11725663540,420251842,135053563,15676720,0,269521558,0,269521558,269521558,2449,1559,5393273732602,366781483348,186857064662,19006769457,0,25.482030868530277
SSP3,2030,10_1_1_1,149734199,119787359,5904296963676,5965919050071,61622086394,82075782,6752678167,4023179828,15649783071,15091764314,6262733237,2104773787,11655098204,420251842,135053563,15676720,139157882,130363676,139157882,130363676,269521558,2449,1559,5393273732602,366781483348,186857064662,19006769457,0,25.730966567993164
